/TN0/D (Vbs=0) X,/TN0/D (Vbs=0) Y
0,0
0.01,6.892504708434343e-06
0.02,1.372177298373044e-05
0.03,2.047927945624052e-05
0.04,2.715684342298524e-05
0.05,3.374670062584519e-05
0.06,4.024155790338516e-05
0.07000000000000001,4.663463232420401e-05
0.08,5.291967754112444e-05
0.09,5.909100004642342e-05
0.09999999999999999,6.514346739114912e-05
0.11,7.107250976044325e-05
0.12,7.687411581103484e-05
0.13,8.254482341433318e-05
0.14,8.808170585349426e-05
0.15,9.348235402242502e-05
0.16,9.874485521122572e-05
0.17,0.0001038677691002807
0.18,0.000108850101606162
0.19,0.0001136912772205694
0.2,0.0001183911104590584
0.21,0.0001229497769930097
0.2200000000000001,0.0001273677849808399
0.2300000000000001,0.0001316459470477333
0.2400000000000001,0.0001357853532913776
0.2500000000000001,0.0001397873456178644
0.2600000000000001,0.0001436534936397633
0.2700000000000001,0.000147385572299351
0.2800000000000001,0.0001509855413154193
0.2900000000000001,0.0001544555264927975
0.3000000000000001,0.0001577978028801409
0.3100000000000001,0.0001610147797138256
0.3200000000000001,0.0001641089870439799
0.3300000000000001,0.0001670830639027558
0.3400000000000001,0.0001699397478448521
0.3500000000000001,0.0001726818656661929
0.3600000000000002,0.0001753123250885975
0.3700000000000002,0.0001778341071866848
0.3800000000000002,0.0001802502593283211
0.3900000000000002,0.0001825638884022238
0.4000000000000002,0.00018477815411612
0.4100000000000002,0.0001868962621663857
0.4200000000000002,0.0001889214571054152
0.4300000000000002,0.0001908570147656584
0.4400000000000002,0.0001927062341385917
0.4500000000000002,0.0001944724286515637
0.4600000000000002,0.0001961589168336713
0.4700000000000003,0.0001977690124112815
0.4800000000000003,0.0001993060139219811
0.4900000000000003,0.0002007731939796345
0.5000000000000002,0.0002021737883602759
0.5100000000000002,0.0002035109851061868
0.5200000000000002,0.0002047879138618916
0.5300000000000002,0.0002060076356599293
0.5400000000000003,0.0002071731333659191
0.5500000000000003,0.0002082873029726124
0.5600000000000003,0.0002093529459029813
0.5700000000000003,0.00021037276244552
0.5800000000000003,0.0002113493464036468
0.5900000000000003,0.0002122851809985806
0.6000000000000003,0.0002131826360240465
0.6100000000000003,0.0002140439662141686
0.6200000000000003,0.0002148713107546937
0.6300000000000003,0.0002156666938432571
0.6400000000000003,0.0002164320261872627
0.6500000000000004,0.000217169107317685
0.6600000000000004,0.0002178796285931631
